                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.5518,                 1.2413,                 1.4131,                0.35493,                 0.4153,                 0.3157,                0.12962,                 2.0842,                 1.7995,                 1.8128,             0.00057778,             0.00057778,             0.00057778
                     35,                 1.5501,                 1.2459,                 1.4157,                0.37301,                0.40148,                0.31374,                0.12699,                 2.1092,                 1.7512,                 1.8373,             0.00054478,             0.00054478,             0.00054478
                     36,                 1.5448,                 1.2251,                 1.4011,                0.42028,                0.39877,                0.33913,                0.13785,                 2.0975,                 1.7267,                 1.8431,             0.00051177,             0.00051177,             0.00051177
                     37,                 1.5298,                 1.1941,                 1.3951,                0.40057,                0.38636,                0.31864,                0.12815,                 2.1016,                 1.7787,                 1.8578,             0.00047876,             0.00047876,             0.00047876
                     38,                 1.5226,                 1.1903,                 1.4001,                0.44951,                0.36467,                 0.3152,                0.12685,                 2.1487,                 1.7724,                 1.8647,             0.00044576,             0.00044576,             0.00044576
                     39,                 1.5101,                 1.1572,                 1.3879,                0.43816,                0.37884,                0.33493,                0.13285,                 2.0955,                 1.7452,                 1.8339,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.5288,                 1.1279,                 1.4037,                 0.4738,                0.37282,                0.34714,                0.13943,                 2.0841,                 1.7197,                 1.8241,             0.00037974,             0.00037974,             0.00037974
                     41,                 1.5014,                 1.0655,                 1.3952,                0.37699,                0.40869,                0.31547,                0.12702,                 2.1827,                 1.7678,                 1.9108,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.4694,                 1.0378,                 1.3734,                0.41173,                0.42325,                0.32765,                0.12975,                 2.1576,                 1.7505,                 1.9015,             0.00031373,             0.00031373,             0.00031373
                     43,                 1.4472,                0.99972,                 1.3548,                0.43424,                 0.3893,                0.33226,                0.13199,                 2.1532,                 1.7595,                 1.9006,             0.00028072,             0.00028072,             0.00028072
                     44,                 1.4356,                0.97134,                 1.3489,                0.45875,                0.35406,                0.31544,                0.12634,                 2.1807,                 1.7912,                 1.9125,             0.00024772,             0.00024772,             0.00024772
                     45,                 1.4183,                0.95248,                 1.3348,                0.44042,                 0.3807,                0.33265,                0.13152,                 2.1822,                 1.7708,                 1.9365,             0.00021471,             0.00021471,             0.00021471
                     46,                 1.3908,                0.92934,                 1.3196,                0.42184,                0.38783,                0.32345,                 0.1314,                 2.1954,                 1.7532,                 1.9429,              0.0001817,              0.0001817,              0.0001817
                     47,                 1.3889,                0.91213,                 1.3145,                0.40821,                0.39298,                0.32586,                0.13299,                  2.199,                 1.7502,                 1.9639,              0.0001487,              0.0001487,              0.0001487
                     48,                 1.3599,                0.88745,                 1.2979,                0.41344,                0.41158,                0.32996,                0.13353,                 2.1898,                  1.763,                 1.9423,             0.00011569,             0.00011569,             0.00011569
                     49,                  1.352,                0.87074,                  1.288,                0.41592,                0.39578,                0.33059,                0.13167,                 2.2104,                  1.784,                 1.9515,             8.2683e-05,             8.2683e-05,             8.2683e-05
