                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                  1.693,                 1.3452,                 1.3768,                0.61794,                0.37282,                 0.4054,                0.17205,                 2.0558,                 1.5364,                 1.5386,               0.006733,               0.006733,               0.006733
                     35,                 1.6685,                 1.3261,                 1.3697,                  0.453,                0.41313,                0.37434,                0.16137,                 2.0358,                 1.5721,                 1.5077,               0.006634,               0.006634,               0.006634
                     36,                 1.6659,                 1.3238,                 1.3581,                0.44693,                0.42674,                0.40554,                0.18244,                 1.9643,                 1.4475,                 1.4509,               0.006535,               0.006535,               0.006535
                     37,                  1.681,                 1.3251,                  1.368,                0.50804,                0.42565,                0.41576,                0.17545,                 2.0473,                 1.4724,                 1.5089,               0.006436,               0.006436,               0.006436
                     38,                 1.6688,                 1.3272,                 1.3637,                0.50807,                0.42157,                0.41232,                0.17187,                 2.0072,                 1.4992,                 1.5155,               0.006337,               0.006337,               0.006337
                     39,                 1.6577,                 1.3098,                 1.3529,                0.50629,                0.40676,                0.41855,                 0.1839,                 1.9762,                 1.4807,                 1.4711,               0.006238,               0.006238,               0.006238
                     40,                 1.6589,                 1.2963,                 1.3542,                0.52648,                0.39255,                0.40461,                0.18085,                 2.0183,                 1.4682,                 1.5053,               0.006139,               0.006139,               0.006139
                     41,                 1.6417,                 1.2877,                 1.3453,                0.60336,                0.38317,                0.40574,                0.16965,                 2.0293,                  1.502,                 1.5239,                0.00604,                0.00604,                0.00604
                     42,                 1.6402,                 1.2658,                 1.3398,                0.53542,                0.43066,                0.42196,                0.17859,                 2.0518,                  1.476,                 1.5163,               0.005941,               0.005941,               0.005941
                     43,                 1.6311,                 1.2738,                 1.3406,                0.53913,                0.45874,                0.43694,                0.19143,                 2.0161,                 1.4585,                 1.5075,               0.005842,               0.005842,               0.005842
                     44,                 1.6444,                 1.2704,                 1.3451,                 0.6605,                0.38617,                0.43556,                0.19278,                 2.0215,                  1.418,                  1.507,               0.005743,               0.005743,               0.005743
                     45,                  1.629,                 1.2539,                 1.3409,                0.53676,                0.43739,                0.44311,                0.18896,                  2.008,                 1.4386,                 1.4818,               0.005644,               0.005644,               0.005644
                     46,                 1.6207,                 1.2498,                 1.3338,                0.55727,                0.41511,                0.44227,                0.19163,                 1.9982,                 1.4333,                 1.4885,               0.005545,               0.005545,               0.005545
                     47,                 1.6191,                 1.2363,                 1.3254,                0.62415,                0.41721,                0.45169,                0.19251,                 2.0077,                 1.4149,                 1.4933,               0.005446,               0.005446,               0.005446
                     48,                 1.6089,                 1.2306,                 1.3217,                0.50217,                0.43996,                0.42214,                0.18929,                 1.9871,                 1.4118,                  1.489,               0.005347,               0.005347,               0.005347
                     49,                 1.6091,                 1.2223,                 1.3209,                0.59213,                 0.4134,                0.43982,                 0.1919,                  1.979,                 1.4147,                 1.4792,               0.005248,               0.005248,               0.005248
                     50,                 1.6015,                 1.2168,                 1.3188,                 0.6071,                0.42976,                0.44615,                0.19275,                 1.9708,                 1.3697,                 1.4791,               0.005149,               0.005149,               0.005149
                     51,                 1.5971,                 1.2078,                 1.3114,                 0.5917,                0.40523,                0.43616,                0.19701,                 1.9833,                 1.4069,                 1.4799,                0.00505,                0.00505,                0.00505
                     52,                 1.5932,                 1.2099,                  1.311,                0.59938,                0.38617,                0.42731,                0.18928,                 2.0079,                  1.395,                 1.5016,               0.004951,               0.004951,               0.004951
                     53,                  1.588,                 1.1987,                  1.309,                 0.5686,                0.41069,                0.44089,                0.19236,                 1.9679,                 1.4032,                 1.4743,               0.004852,               0.004852,               0.004852
                     54,                 1.5789,                 1.1786,                 1.2977,                0.57937,                0.41966,                0.42994,                0.18481,                 2.0669,                 1.3904,                 1.5345,               0.004753,               0.004753,               0.004753
                     55,                 1.5782,                 1.1752,                 1.3025,                0.54598,                0.43914,                0.44182,                0.18828,                 2.0059,                 1.3758,                 1.4913,               0.004654,               0.004654,               0.004654
                     56,                 1.5818,                 1.1779,                 1.3027,                0.61114,                0.40716,                0.44225,                0.19817,                 1.9688,                 1.3784,                 1.4829,               0.004555,               0.004555,               0.004555
                     57,                 1.5702,                  1.169,                 1.3027,                  0.587,                0.39287,                0.44164,                0.19197,                 1.9739,                 1.3798,                 1.4917,               0.004456,               0.004456,               0.004456
                     58,                  1.573,                 1.1621,                 1.2957,                0.62009,                0.39951,                0.43073,                0.18879,                 2.0094,                 1.3847,                 1.4954,               0.004357,               0.004357,               0.004357
                     59,                 1.5562,                 1.1473,                 1.2876,                0.59758,                0.43137,                0.46001,                0.20482,                 1.9588,                 1.3215,                 1.4731,               0.004258,               0.004258,               0.004258
                     60,                 1.5518,                 1.1491,                 1.2892,                0.60784,                0.42947,                0.44837,                0.20345,                 1.9632,                 1.3043,                 1.4686,               0.004159,               0.004159,               0.004159
                     61,                 1.5469,                 1.1274,                 1.2745,                0.67651,                 0.3976,                0.45072,                0.20108,                 1.9747,                 1.3075,                 1.4934,                0.00406,                0.00406,                0.00406
                     62,                 1.5526,                 1.1364,                 1.2825,                0.59713,                0.41531,                0.45096,                0.19976,                 1.9983,                 1.3048,                 1.4955,               0.003961,               0.003961,               0.003961
                     63,                 1.5401,                 1.1367,                 1.2824,                0.64056,                0.41993,                 0.4656,                0.21186,                 1.9525,                 1.2703,                 1.4684,               0.003862,               0.003862,               0.003862
                     64,                 1.5376,                 1.1192,                 1.2798,                0.62491,                0.42347,                0.46966,                0.20275,                 1.9584,                 1.2921,                  1.479,               0.003763,               0.003763,               0.003763
