                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0845,                 3.1881,                 1.7925,                 0.2502,                0.28364,                0.16953,                0.06381,                 2.2873,                 2.4389,                 1.9013,              0.0033136,              0.0033136,              0.0033136
                      2,                 2.0031,                 2.0333,                 1.7208,                0.24592,                 0.3154,                0.18725,                0.06918,                 2.3572,                 2.4121,                  1.945,               0.006625,               0.006625,               0.006625
                      3,                 2.0063,                 1.9557,                 1.6946,                0.21009,                0.26899,                0.17649,                0.06207,                 2.2743,                 2.8787,                 1.9262,              0.0099144,              0.0099144,              0.0099144
                      4,                 2.0236,                  1.956,                 1.7023,                0.26055,                0.25976,                0.18364,                0.06483,                 2.2714,                 2.3684,                 1.8958,               0.009901,               0.009901,               0.009901
                      5,                 2.0188,                 1.9338,                 1.6796,                 0.2751,                0.21722,                0.15209,                0.05587,                 2.3364,                 2.2957,                 1.8744,               0.009901,               0.009901,               0.009901
                      6,                 1.9884,                 1.9025,                 1.6754,                0.29742,                0.31591,                0.21094,                0.07355,                 2.2713,                 2.2859,                 1.8466,               0.009868,               0.009868,               0.009868
                      7,                 1.9575,                 1.8619,                 1.6506,                 0.2794,                0.28323,                  0.202,                0.07448,                 2.2393,                 2.1026,                 1.8009,               0.009835,               0.009835,               0.009835
                      8,                 1.9537,                 1.8587,                 1.6466,                0.24918,                0.27096,                0.17994,                0.06942,                 2.2505,                 2.2549,                 1.7633,               0.009802,               0.009802,               0.009802
                      9,                 1.9233,                  1.829,                 1.6266,                0.36207,                0.31422,                0.25677,                0.10161,                 2.1492,                 2.0382,                 1.7587,               0.009769,               0.009769,               0.009769
                     10,                 1.9259,                 1.8096,                 1.6293,                0.34831,                0.29052,                0.24077,                0.08674,                 2.1918,                 2.0793,                 1.7943,               0.009736,               0.009736,               0.009736
                     11,                  1.921,                 1.7937,                 1.6202,                0.31487,                0.26943,                 0.2127,                0.08402,                  2.158,                 2.4741,                 1.8058,               0.009703,               0.009703,               0.009703
