                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.3714,                0.97699,                 1.2831,                0.91911,                0.84314,                0.91424,                 0.5475,                 1.3995,                0.68272,                 1.1973,             0.00038507,             0.00038507,             0.00038507
                     35,                 1.3484,                0.95467,                 1.2691,                0.90317,                0.86835,                0.91632,                0.56209,                 1.3605,                 0.6592,                 1.1741,             0.00036307,             0.00036307,             0.00036307
                     36,                 1.3516,                 0.9578,                 1.2682,                0.91431,                0.83688,                0.91961,                0.56407,                 1.3598,                0.66352,                 1.1634,             0.00034108,             0.00034108,             0.00034108
                     37,                 1.3365,                0.94163,                 1.2611,                0.92633,                0.84536,                0.93194,                0.56789,                 1.3621,                0.64231,                 1.1736,             0.00031908,             0.00031908,             0.00031908
                     38,                 1.3068,                0.91472,                 1.2502,                0.88671,                0.89636,                0.92814,                 0.5691,                 1.3622,                0.62854,                 1.1712,             0.00029708,             0.00029708,             0.00029708
                     39,                 1.3098,                0.91567,                 1.2469,                0.92382,                0.84916,                0.91997,                0.56364,                 1.3571,                0.64368,                 1.1671,             0.00027508,             0.00027508,             0.00027508
                     40,                 1.3117,                0.84156,                 1.2264,                0.92075,                0.87395,                  0.925,                0.56288,                 1.3542,                0.64767,                 1.1613,             0.00025309,             0.00025309,             0.00025309
                     41,                 1.2858,                0.81178,                 1.2223,                0.91895,                0.85755,                0.92249,                0.56761,                 1.3436,                0.61615,                 1.1541,             0.00023109,             0.00023109,             0.00023109
                     42,                 1.2657,                0.78062,                 1.2086,                0.91935,                0.86213,                0.92639,                0.58121,                 1.3328,                0.60997,                 1.1543,             0.00020909,             0.00020909,             0.00020909
                     43,                 1.2486,                0.76441,                 1.2016,                0.93819,                0.85034,                0.92871,                 0.5792,                 1.3171,                0.61068,                 1.1485,             0.00018709,             0.00018709,             0.00018709
                     44,                 1.2418,                 0.7588,                  1.196,                0.93231,                0.86835,                0.93108,                0.58534,                 1.3104,                0.60454,                 1.1499,             0.00016509,             0.00016509,             0.00016509
                     45,                 1.2182,                 0.7355,                 1.1795,                0.92655,                0.88339,                0.93526,                0.58969,                 1.3097,                0.59607,                 1.1405,              0.0001431,              0.0001431,              0.0001431
                     46,                 1.2058,                0.72201,                 1.1732,                0.93701,                0.87503,                0.93237,                 0.5981,                 1.2929,                0.59287,                  1.131,              0.0001211,              0.0001211,              0.0001211
                     47,                 1.1971,                0.70575,                 1.1677,                0.93525,                0.86835,                0.93107,                0.59624,                 1.2808,                 0.5883,                 1.1261,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                  1.177,                0.68954,                 1.1526,                0.94522,                0.87002,                0.93909,                0.60001,                  1.276,                0.57817,                 1.1222,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 1.1628,                0.67971,                  1.146,                0.95107,                0.86555,                0.93678,                0.60283,                 1.2569,                0.57144,                 1.1125,             5.5106e-05,             5.5106e-05,             5.5106e-05
